cohort,target,temperature,timepoint,axis,global_component,loading
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G05,-0.15231680922959734
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G06,-0.026221478059286856
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G07,0.04070669512460115
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G08,-0.015977177297005315
atf6 | 35C | 36hpf,atf6,35,36,axis_3,G09,0.02165826499854139
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G00,0.14538906075101918
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G01,-0.004780886215563773
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G02,0.8675383818867969
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G03,-0.009423415736957487
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G04,0.08791035237474565
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G05,-0.44120680337918095
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G06,0.14747273586248666
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G07,-0.04284443979606637
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G08,-0.0063422944187501995
ctcf | 24C | 24hpf,ctcf,24,24,axis_1,G09,0.010572009486882313
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G00,0.5937114260446003
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G01,0.030792556402013727
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G02,-0.032632679179095236
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G03,0.24514929150165685
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G04,-0.7232533066216054
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G05,0.03613375578070008
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G06,0.11256801011723228
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G07,-0.19146379576832864
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G08,0.10703081645813294
ctcf | 24C | 24hpf,ctcf,24,24,axis_2,G09,-0.014455541178983119
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G00,0.0816631893940035
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G01,0.7492995160701649
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G02,0.03575164441383888
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G03,0.41021478195854094
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G04,0.2836171426780653
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G05,0.24859364521799412
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G06,0.33465674256456085
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G07,0.015344357856760166
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G08,-0.0885210994141423
ctcf | 24C | 24hpf,ctcf,24,24,axis_3,G09,0.004791401918169166
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G00,0.37712623468870154
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G01,0.6825256010208711
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G02,-0.19799200189204957
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G03,-0.09277080031601959
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G04,0.5659907458622547
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G05,-0.14857465688928928
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G06,0.02003452528178435
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G07,-0.030328835825642997
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G08,-0.016449717907988774
ctcf | 24C | 30hpf,ctcf,24,30,axis_1,G09,0.010751096669010567
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G00,-0.692272367815934
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G01,0.10479520110235976
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G02,0.4085409522853446
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G03,0.1884932715187575
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G04,0.5390269127831601
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G05,0.11197747354053056
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G06,-0.032544503701920954
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G07,0.023921906311026794
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G08,-0.0511859328021394
ctcf | 24C | 30hpf,ctcf,24,30,axis_2,G09,0.0010687177961786899
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G00,-0.09913189235966524
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G01,-0.45018023777698146
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G02,-0.28490175729652734
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G03,-0.6553796519258686
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G04,0.4009604532149894
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G05,-0.056523509662225524
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G06,-0.3321977899968232
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G07,0.010260092684433342
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G08,0.04608791492548301
ctcf | 24C | 30hpf,ctcf,24,30,axis_3,G09,-0.01643753915215907
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G00,0.7850834158179505
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G01,0.318294461810821
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G02,0.255799227076479
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G03,0.3633306227043541
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G04,-0.22832663907798306
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G05,-0.11229595361888699
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G06,0.13958725891320353
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G07,0.005764090325486059
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G08,-0.017301105165330854
ctcf | 24C | 36hpf,ctcf,24,36,axis_1,G09,-0.01815733131754162
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G00,-0.15471191198379067
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G01,0.20536824744796683
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G02,0.15856607798632796
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G03,0.016495492236029807
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G04,0.24084106187202498
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G05,-0.8863796227470102
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G06,-0.23484577719032146
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G07,-0.019914403614459893
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G08,0.09177133096685491
ctcf | 24C | 36hpf,ctcf,24,36,axis_2,G09,0.02878284994131384
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G00,0.3571759261996393
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G01,-0.5614376055098551
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G02,0.0329378882520599
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G03,-0.610813881379345
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G04,-0.2886980187623712
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G05,-0.2966925588498184
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G06,0.09635399809719447
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G07,-0.005174036573596339
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G08,0.04846567912085642
ctcf | 24C | 36hpf,ctcf,24,36,axis_3,G09,0.0013654757366615318
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G00,0.813068438674799
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G01,0.49606685356472735
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G02,0.02088138689172493
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G03,-0.07102132889400001
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G04,-0.05594448179947922
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G05,0.25862710692148483
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G06,0.115268975761953
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G07,-0.06043786543863273
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G08,-0.008738299555799672
ctcf | 28C | 24hpf,ctcf,28,24,axis_1,G09,-0.017987040874506897
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G00,-0.17107354619944484
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G01,0.5146691207777337
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G02,-0.11711320607579571
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G03,0.7752279887505696
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G04,0.25668596360104423
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G05,-0.1543881233149565
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G06,-0.03276002544864444
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G07,0.013203666512825583
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G08,-0.013464095042101422
ctcf | 28C | 24hpf,ctcf,28,24,axis_2,G09,-0.0018400723968887717
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G00,0.13716085283851207
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G01,0.11298067471931594
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G02,-0.42434499535353437
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G03,-0.4006391964956234
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G04,0.5421245791795472
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G05,-0.5190075133208958
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G06,-0.08827878350631654
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G07,0.2243925286966373
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G08,-0.07572465034144732
ctcf | 28C | 24hpf,ctcf,28,24,axis_3,G09,-0.02635517563264828
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G00,0.5708393409501822
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G01,0.39678258917141285
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G02,0.16953672510695877
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G03,0.6934684193789817
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G04,-0.00717807500293551
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G05,-0.07236952914630801
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G06,-0.032596914047465196
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G07,0.02235158833690637
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G08,-0.01303617353580617
ctcf | 28C | 30hpf,ctcf,28,30,axis_1,G09,0.0066261815062005356
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G00,0.0950533521081563
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G01,-0.2647510858271888
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G02,0.35275514613449854
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G03,-0.09874431829032262
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G04,0.19301228559095962
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G05,-0.8614746268798735
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G06,-0.003946932885419436
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G07,-0.03946273562625437
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G08,0.07077972443372174
ctcf | 28C | 30hpf,ctcf,28,30,axis_2,G09,0.02664880798924243
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G00,0.5929375906229857
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G01,-0.6153538279223274
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G02,-0.5047961124363907
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G03,-0.005900546599429735
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G04,0.09185074754514938
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G05,0.06826677296923006
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G06,-0.004143771579383677
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G07,0.0187670659702238
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G08,-0.013187354132660303
ctcf | 28C | 30hpf,ctcf,28,30,axis_3,G09,0.03564486601451985
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G00,0.9161219525631081
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G01,-0.19238800251940713
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G02,0.32905144568640954
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G03,-0.013115157830293364
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G04,0.016531301852057072
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G05,-0.12147490689468868
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G06,-0.013855349096550583
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G07,0.004252731748267262
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G08,-0.004571712718450064
ctcf | 28C | 36hpf,ctcf,28,36,axis_1,G09,0.00041148053794525565
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G00,0.21976897895656422
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G01,0.8816180886275142
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G02,-0.1331232009450697
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G03,0.3388228860538251
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G04,0.07971832285705431
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G05,-0.13969414623193732
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G06,0.12310080171084087
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G07,-0.012383584521198743
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G08,-0.0017501310403553877
ctcf | 28C | 36hpf,ctcf,28,36,axis_2,G09,-0.027362710990263432
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G00,0.027589217510304947
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G01,-0.27397636141175363
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G02,-0.1781109434443154
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G03,0.6803720888220602
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G04,0.5552728527075541
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G05,0.1943391124143081
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G06,-0.2881849571192294
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G07,0.010350251664522041
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G08,0.014581692046065561
ctcf | 28C | 36hpf,ctcf,28,36,axis_3,G09,0.008952458422461083
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G00,0.8043996086022779
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G01,0.4875927010719865
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G02,0.1299627195565462
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G03,0.28198887842414844
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G04,0.11704206107302195
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G05,0.06263334618696946
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G06,-0.009721443996045676
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G07,-0.004519985778524147
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G08,-0.030690054627927357
ctcf | 34C | 24hpf,ctcf,34,24,axis_1,G09,0.010392073889039807
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G00,-0.387308990305667
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G01,0.22511210492351952
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G02,0.5552264959935045
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G03,0.6102213247156967
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G04,-0.3212757399012857
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G05,-0.09964656816715281
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G06,-0.060463570813160374
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G07,-0.03711406050130635
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G08,-0.015630498491664792
ctcf | 34C | 24hpf,ctcf,34,24,axis_2,G09,0.015640022129898956
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G00,0.3025069319801442
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G01,-0.3510882512522363
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G02,0.7013118159289261
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G03,-0.4637861884038867
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G04,-0.2234788610794179
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G05,-0.12012601582096334
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G06,-0.11451056796276679
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G07,0.02750151894714742
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G08,-0.003959750103298923
ctcf | 34C | 24hpf,ctcf,34,24,axis_3,G09,0.005741067328179609
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G00,0.8654296978955286
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G01,0.03272052356517774
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G02,0.32697054959560573
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G03,0.36688721288363463
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G04,0.06957003956353841
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G05,-0.032834949472467685
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G06,-0.02228206381338533
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G07,0.041396674580835346
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G08,-0.016321110129955144
ctcf | 34C | 30hpf,ctcf,34,30,axis_1,G09,0.007082377846395724
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G00,-0.12969590206964915
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G01,0.6270680463564724
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G02,-0.39643003026693413
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G03,0.5070571855791013
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G04,0.3025017833289056
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G05,-0.22744604213352063
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G06,-0.14559439792244566
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G07,0.10028398221008922
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G08,0.02705515690771485
ctcf | 34C | 30hpf,ctcf,34,30,axis_2,G09,-0.02180049474649181
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G00,-0.32823195712602715
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G01,-0.04377255578726036
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G02,0.43683535192008427
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G03,0.38211183885919786
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G04,0.3092638494467281
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G05,0.660978325955941
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G06,-0.12145358678040072
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G07,0.02140669310576313
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G08,0.07003397015209159
ctcf | 34C | 30hpf,ctcf,34,30,axis_3,G09,0.029371932395212977
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G00,0.5643836608732119
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G01,-0.4327695764182279
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G02,0.4881250579035779
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G03,0.3865917692392051
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G04,0.3230094545992615
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G05,0.038043306669090574
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G06,0.013156067319321292
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G07,0.015731480571828726
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G08,0.0012308572783107877
ctcf | 34C | 36hpf,ctcf,34,36,axis_1,G09,-0.016057127031523635
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G00,-0.44760436266111725
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G01,-0.2474090735112791
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G02,-0.41877517995905705
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G03,0.6950449464319272
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G04,0.239714177032285
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G05,0.1360273318070585
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G06,-0.048066493790156185
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G07,-0.03371325614149752
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G08,-0.02187898830698115
ctcf | 34C | 36hpf,ctcf,34,36,axis_2,G09,0.0093259153776926
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G00,0.6053567888955668
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G01,0.14817005536306987
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G02,-0.701763231065939
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G03,0.0018863805290966484
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G04,0.21236850270629662
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G05,-0.20216233284173377
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G06,0.16703300082016861
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G07,0.06417348559418234
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G08,0.03246168209888659
ctcf | 34C | 36hpf,ctcf,34,36,axis_3,G09,-0.008461190308233755
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G00,-0.7385397593463944
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G01,-0.12704155805983808
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G02,-0.5666742040840637
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G03,0.18059169889902926
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G04,0.23205259094528097
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G05,-0.15466010152938925
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G06,-0.023017805347701016
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G07,0.07716126508244954
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G08,0.00889996863368313
ctcf | 35C | 24hpf,ctcf,35,24,axis_1,G09,-0.018852307588863283
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G00,-0.135061517173304
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G01,0.678406103438177
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G02,0.2929500321165904
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G03,0.627155184140948
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G04,0.1792954903846982
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G05,0.010508770900385711
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G06,-0.09351533180166176
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G07,-0.03670179081951126
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G08,-0.0024784024029982834
ctcf | 35C | 24hpf,ctcf,35,24,axis_2,G09,0.004960920959525595
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G00,0.6521136044281289
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G01,0.059993066167684295
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G02,-0.5673685508735938
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G03,0.24259163229038455
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G04,0.38391375485745904
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G05,-0.16443589746690368
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G06,0.011399454358342685
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G07,0.12546573160484106
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G08,-0.009087788042202177
ctcf | 35C | 24hpf,ctcf,35,24,axis_3,G09,-0.002790260029915906
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G00,-0.6379925323100186
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G01,0.4926570082148505
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G02,-0.15899350763889228
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G03,0.5297672188507269
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G04,0.13785386467829858
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G05,-0.0971411427462456
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G06,0.12011785113532465
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G07,0.009549058886665122
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G08,0.03663330864540028
ctcf | 35C | 30hpf,ctcf,35,30,axis_1,G09,0.0045593555689242785
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G00,-0.32127036339403936
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G01,-0.5950151775375935
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G02,-0.4867370838848563
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G03,-0.1503670831266396
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G04,0.49026823475775555
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G05,-0.20214803515841562
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G06,0.02760618806417167
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G07,0.0013937092836872889
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G08,-0.007262943252331296
ctcf | 35C | 30hpf,ctcf,35,30,axis_2,G09,0.03428526020374319
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G00,-0.5898019536221409
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G01,0.06595980864367212
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G02,-0.01659495210053609
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G03,-0.6229056363898272
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G04,-0.38774627494033187
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G05,0.30731846511497724
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G06,0.0077219190247317035
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G07,0.12080754240476314
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G08,-0.004931194725587146
ctcf | 35C | 30hpf,ctcf,35,30,axis_3,G09,-0.005090689374458541
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G00,-0.4473772694879163
ctcf | 35C | 36hpf,ctcf,35,36,axis_1,G01,0.5029700114835471
