scope,failure_combination,timepoint_count,rate_all_timepoints,share_of_failed_timepoints,flag_count
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|edge_flag|overlapping_mask_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,6
YX1,persistence_dead_flag|edge_flag|focus_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,4
YX1,sa_outlier_flag|edge_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,5
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|motion_blur_flag,3,7.1043582869971295e-06,1.117751382285876e-05,5
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,6
YX1,viability_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,6
YX1,viability_dead_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,4
YX1,sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,6
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag,2,4.736238857998086e-06,7.451675881905841e-06,5
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag,2,4.736238857998086e-06,7.451675881905841e-06,5
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,2,4.736238857998086e-06,7.451675881905841e-06,6
YX1,persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,6
YX1,discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,4
YX1,persistence_dead_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,4
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,5
YX1,persistence_dead_flag|sa_outlier_flag|edge_flag|discontinuous_mask_flag|motion_blur_flag,2,4.736238857998086e-06,7.451675881905841e-06,5
YX1,overlapping_mask_flag|focus_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,3
YX1,persistence_dead_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
YX1,persistence_dead_flag|edge_flag|discontinuous_mask_flag|focus_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
YX1,persistence_dead_flag|edge_flag|overlapping_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|discontinuous_mask_flag|focus_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,persistence_dead_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,edge_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
YX1,viability_dead_flag|persistence_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,viability_dead_flag|persistence_dead_flag|sa_outlier_flag|discontinuous_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|overlapping_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,edge_flag|discontinuous_mask_flag|focus_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
YX1,viability_dead_flag|persistence_dead_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag,1,2.368119428999043e-06,3.7258379409529205e-06,6
YX1,viability_dead_flag|discontinuous_mask_flag|overlapping_mask_flag|focus_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,viability_dead_flag|sa_outlier_flag|discontinuous_mask_flag|overlapping_mask_flag|motion_blur_flag,1,2.368119428999043e-06,3.7258379409529205e-06,5
YX1,viability_dead_flag|edge_flag|discontinuous_mask_flag|overlapping_mask_flag,1,2.368119428999043e-06,3.7258379409529205e-06,4
