image_id,experiment_id,stem,embryo_position,mask_score,mask_area_px,prompt_box_source,prompt_x1_px,prompt_y1_px,prompt_x2_px,prompt_y2_px,prompt_box_area_px,crop_x1_px,crop_y1_px,crop_x2_px,crop_y2_px,mask_to_prompt_area_ratio,mask_path,mask_snip_path,component_count_all,component_count_ge_100px,largest_component_area_px,largest_component_fraction,mask_inside_prompt_fraction,touches_fov_border,max_overlap_other_position,max_pair_overlap_px,max_pair_iou,max_overlap_fraction_of_this_mask
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,3,0.971856653690338,20378,raw,593,107,795,351,49288,576,87,811,371,0.4134474922902126,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_03.png,1,1,20378,1.0,0.9994111296496221,False,8,0,0.0,0.0
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,4,0.9549729824066162,22854,raw,820,60,1005,441,70485,805,29,1020,472,0.324239199829751,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_04.png,1,1,22854,1.0,0.9948805460750854,False,8,0,0.0,0.0
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,5,0.9654443860054016,22590,raw,337,484,444,912,45796,328,449,453,947,0.4932745217922962,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_05.png,1,1,22590,1.0,0.999734395750332,False,8,0,0.0,0.0
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,6,0.9682186841964722,25300,raw,540,454,653,890,49268,531,419,663,926,0.513517902086547,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_06.png,1,1,25300,1.0,0.9997233201581027,False,8,0,0.0,0.0
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,7,0.939479649066925,22941,raw,685,560,842,772,33284,672,543,855,790,0.6892500901333974,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_07.png,1,1,22941,1.0,0.9978204960550978,False,8,0,0.0,0.0
6ac224f2fcb686be,GENE3,48hpf_A_rfx2,8,0.9721817374229432,18783,raw,883,587,1020,824,32469,871,568,1032,843,0.5784902522405987,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/6ac224f2fcb686be__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/6ac224f2fcb686be__embryo_08.png,1,1,18783,1.0,0.9979236543683118,False,7,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,1,0.9711934924125672,15094,raw,284,105,380,389,27264,276,81,389,413,0.5536238262910798,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_01.png,1,1,15094,1.0,0.9956936531071949,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,2,0.9724421501159668,14244,raw,446,133,596,319,27900,445,133,596,320,0.5105376344086021,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_02.png,2,1,14240,0.9997191800056164,0.997964055040719,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,3,0.9659830927848816,17978,raw,579,113,672,493,35340,579,113,672,494,0.5087153367289191,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_03.png,1,1,17978,1.0,0.9987206585827122,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,4,0.9710503816604614,17339,raw,723,104,809,469,31390,715,75,816,499,0.5523733673144313,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_04.png,1,1,17339,1.0,0.9998846530941807,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,5,0.9658445119857788,16542,raw,299,432,404,788,37380,290,403,413,817,0.4425361155698234,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_05.png,1,1,16542,1.0,0.9992141216297908,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,6,0.9727771878242492,19112,raw,439,461,553,855,44916,429,429,563,887,0.4255053878350699,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_06.png,1,1,19112,1.0,0.9983256592716618,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,7,0.9703483581542968,15935,raw,596,515,784,777,49256,595,514,768,778,0.3235138866331005,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_07.png,1,1,15935,1.0,0.9986193912770631,False,8,0,0.0,0.0
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,8,0.9652188420295716,17989,raw,781,542,868,947,35235,780,541,869,948,0.5105434936852561,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_08.png,1,1,17989,1.0,0.9992773361498694,False,7,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,1,0.978133738040924,39909,raw,186,224,420,520,69264,167,199,439,544,0.5761867636867637,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_01.png,1,1,39909,1.0,0.9991230048360019,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,2,0.9849713444709778,33029,raw,491,170,651,469,47840,477,146,664,493,0.6904055183946488,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_02.png,1,1,33029,1.0,0.999121983711284,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,3,0.9839640259742736,38771,raw,662,144,869,438,60858,645,120,886,462,0.6370731867626278,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_03.png,1,1,38771,1.0,0.9992778107348276,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,4,0.984907865524292,40381,raw,898,164,1101,491,66381,882,137,1117,517,0.6083216583058405,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_04.png,1,1,40381,1.0,0.9997771229043362,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,5,0.9813723564147948,36710,raw,220,559,390,868,52530,206,534,404,893,0.6988387588044926,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_05.png,1,1,36710,1.0,0.9983110868973032,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,6,0.9664918184280396,34206,raw,405,580,591,886,56916,389,555,606,911,0.6009909340080118,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_06.png,1,1,34206,1.0,0.9984505642284979,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,7,0.983953297138214,47089,raw,627,496,832,854,73390,610,467,849,883,0.6416269246491347,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_07.png,1,1,47089,1.0,0.9987682898341439,False,8,0,0.0,0.0
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,8,0.980482816696167,36550,raw,819,518,990,805,49077,805,494,1004,828,0.7447480489842493,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_08.png,1,1,36550,1.0,0.9991792065663475,False,7,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,1,0.9807969331741332,61777,raw,205,202,496,569,106797,182,172,519,599,0.5784525782559435,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_01.png,1,1,61777,1.0,0.9988668922090745,False,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,2,0.9830923676490784,50554,raw,583,134,782,506,74028,567,104,798,536,0.6829037661425407,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_02.png,1,1,50554,1.0,0.9992681093484195,False,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,3,0.9833448529243468,59978,raw,794,104,1053,470,94794,773,74,1074,500,0.6327193704242885,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_03.png,1,1,59978,1.0,0.9995331621594584,False,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,4,0.9849709868431092,49002,raw,1086,131,1279,536,78165,1070,98,1280,569,0.626904624832086,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_04.png,1,1,49002,1.0,0.9930411003632504,True,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,5,0.9846946597099304,50663,raw,254,615,460,958,70658,237,588,477,960,0.71701718135243,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_05.png,1,1,50663,1.0,0.9940785188401792,True,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,6,0.97712379693985,45743,raw,475,641,704,959,72822,457,615,723,960,0.6281480871165307,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_06.png,1,1,45743,1.0,0.9975952604770129,True,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,7,0.9857454299926758,68551,raw,750,541,1002,958,105084,730,507,1023,960,0.6523447908339994,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_07.png,1,1,68551,1.0,0.9968928243205788,True,8,0,0.0,0.0
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,8,0.9801452159881592,54192,raw,982,568,1194,919,74412,965,539,1212,948,0.7282696339300113,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_08.png,1,1,54192,1.0,0.9995571302037201,False,7,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,1,0.9636949300765992,18967,raw,249,102,349,463,36100,241,73,357,493,0.5254016620498615,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_01.png,1,1,18967,1.0,0.999894553698529,False,8,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,2,0.9720504879951476,16669,raw,377,149,550,398,43077,363,128,564,418,0.3869582375745757,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_02.png,1,1,16669,1.0,0.9972403863459116,False,8,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,3,0.9705683588981628,13421,raw,555,173,723,418,41160,541,153,737,438,0.3260689990281827,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_03.png,1,1,13421,1.0,0.9986588182698756,False,8,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,4,0.9660198092460632,16568,raw,760,120,863,475,36565,752,91,871,504,0.4531108984001094,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_04.png,1,1,16568,1.0,0.9965596330275229,False,8,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,5,0.9636577367782592,16678,raw,342,440,432,809,33210,335,410,440,839,0.502198133092442,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_05.png,1,1,16678,1.0,1.0,False,8,0,0.0,0.0
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,6,0.9659165740013124,16258,raw,491,444,576,806,30770,484,415,583,835,0.5283717907052323,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_06.png,1,1,16258,1.0,0.9985853118464756,False,8,0,0.0,0.0
