image_id,experiment_id,stem,embryo_position,mask_score,mask_area_px,prompt_box_source,prompt_x1_px,prompt_y1_px,prompt_x2_px,prompt_y2_px,prompt_box_area_px,crop_x1_px,crop_y1_px,crop_x2_px,crop_y2_px,mask_to_prompt_area_ratio,mask_path,mask_snip_path
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,3,0.9659830927848816,17978,raw,579,113,672,493,35340,579,113,672,494,0.5087153367289191,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_03.png
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,4,0.9710503816604614,17339,raw,723,104,809,469,31390,715,75,816,499,0.5523733673144313,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_04.png
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,5,0.9658445119857788,16542,raw,299,432,404,788,37380,290,403,413,817,0.4425361155698234,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_05.png
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,6,0.9727771878242493,19112,raw,439,461,553,855,44916,429,429,563,887,0.4255053878350699,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_06.png
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,7,0.9703483581542969,15935,raw,596,515,784,777,49256,595,514,768,778,0.32351388663310054,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_07.png
8106ff7b090d235f,GENE3,48hpf_B_rfx1a;1b,8,0.9652188420295715,17989,raw,781,542,868,947,35235,780,541,869,948,0.5105434936852561,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/8106ff7b090d235f__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/8106ff7b090d235f__embryo_08.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,1,0.9781337380409241,39909,raw,186,224,420,520,69264,167,199,439,544,0.5761867636867637,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_01.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,2,0.9849713444709778,33029,raw,491,170,651,469,47840,477,146,664,493,0.6904055183946488,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_02.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,3,0.9839640259742737,38771,raw,662,144,869,438,60858,645,120,886,462,0.6370731867626278,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_03.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,4,0.984907865524292,40381,raw,898,164,1101,491,66381,882,137,1117,517,0.6083216583058405,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_04.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,5,0.9813723564147949,36710,raw,220,559,390,868,52530,206,534,404,893,0.6988387588044926,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_05.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,6,0.9664918184280396,34206,raw,405,580,591,886,56916,389,555,606,911,0.6009909340080118,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_06.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,7,0.9839532971382141,47089,raw,627,496,832,854,73390,610,467,849,883,0.6416269246491347,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_07.png
99aae2b9719b1735,GENE3,48hpf_D_rfx1a;1b;2,8,0.980482816696167,36550,raw,819,518,990,805,49077,805,494,1004,828,0.7447480489842493,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/99aae2b9719b1735__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/99aae2b9719b1735__embryo_08.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,1,0.9807969331741333,61777,raw,205,202,496,569,106797,182,172,519,599,0.5784525782559435,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_01.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,2,0.9830923676490784,50554,raw,583,134,782,506,74028,567,104,798,536,0.6829037661425407,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_02.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,3,0.9833448529243469,59978,raw,794,104,1053,470,94794,773,74,1074,500,0.6327193704242885,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_03.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,4,0.9849709868431091,49002,raw,1086,131,1279,536,78165,1070,98,1280,569,0.626904624832086,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_04.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,5,0.9846946597099304,50663,raw,254,615,460,958,70658,237,588,477,960,0.71701718135243,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_05.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,6,0.9771237969398499,45743,raw,475,641,704,959,72822,457,615,723,960,0.6281480871165307,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_06.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,7,0.9857454299926758,68551,raw,750,541,1002,958,105084,730,507,1023,960,0.6523447908339994,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_07.png
c3241c7f06e4b923,GENE3,48hpf_D1_rfx1a;1b;2,8,0.9801452159881592,54192,raw,982,568,1194,919,74412,965,539,1212,948,0.7282696339300113,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/c3241c7f06e4b923__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/c3241c7f06e4b923__embryo_08.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,1,0.9636949300765991,18967,raw,249,102,349,463,36100,241,73,357,493,0.5254016620498615,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_01_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_01.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,2,0.9720504879951477,16669,raw,377,149,550,398,43077,363,128,564,418,0.38695823757457576,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_02_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_02.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,3,0.9705683588981628,13421,raw,555,173,723,418,41160,541,153,737,438,0.3260689990281827,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_03_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_03.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,4,0.9660198092460632,16568,raw,760,120,863,475,36565,752,91,871,504,0.4531108984001094,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_04_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_04.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,5,0.9636577367782593,16678,raw,342,440,432,809,33210,335,410,440,839,0.502198133092442,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_05_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_05.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,6,0.9659165740013123,16258,raw,491,444,576,806,30770,484,415,583,835,0.5283717907052323,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_06_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_06.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,7,0.9709668755531311,19662,raw,654,498,747,909,38223,647,465,755,943,0.5144023232085394,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_07_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_07.png
e942b490551af4b2,GENE3,48hpf_E_rfx1a;1b;3,8,0.9622450470924377,17484,raw,803,496,892,876,33820,795,465,899,907,0.5169722057953874,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/masks/e942b490551af4b2__embryo_08_mask.png,/net/trapnell/vol1/home/nlammers/projects/repositories/morphseq/results/nlammers/20260723_seahub/outputs/sam2_masks_rfx_48hpf/mask_snips/e942b490551af4b2__embryo_08.png
