"cohort","n_embryos","cell_type","term","estimate"
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuroblast (sensu Vertebrata), spinal cord (SMNs)",-0.503852575536636
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuroblast (sensu Vertebrata), spinal cord (SMNs)",4.51627225206089
"atf6 | 24C | 24hpf",10,"(Intercept)","neuromast mantle cell, lateral line",0.569079492633753
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuromast mantle cell, lateral line",0.634940925374816
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuromast mantle cell, lateral line",-0.0750026525870256
"atf6 | 24C | 24hpf",10,"(Intercept)","neuromesodermal progenitor cell, post-anal tail bud",2.10329064769301
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuromesodermal progenitor cell, post-anal tail bud",-0.272340206234072
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuromesodermal progenitor cell, post-anal tail bud",0.534961525494912
"atf6 | 24C | 24hpf",10,"(Intercept)","neuromesodermal progenitor cell, post-anal tail bud (vasculature & pronephros fated)",0.76625493537927
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuromesodermal progenitor cell, post-anal tail bud (vasculature & pronephros fated)",-0.261585976723894
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuromesodermal progenitor cell, post-anal tail bud (vasculature & pronephros fated)",-0.112003167170556
"atf6 | 24C | 24hpf",10,"(Intercept)","neuron, cranial ganglion",0.669400037475366
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuron, cranial ganglion",-0.115485579587489
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuron, cranial ganglion",0.705234054273411
"atf6 | 24C | 24hpf",10,"(Intercept)","neuron, epibranchial ganglion",-2.48918972536991
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuron, epibranchial ganglion",0.11259117527112
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuron, epibranchial ganglion",1.67975213256363
"atf6 | 24C | 24hpf",10,"(Intercept)","neuron, olfactory placode",2.09874849701763
"atf6 | 24C | 24hpf",10,"cohort_PC1","neuron, olfactory placode",0.115408398716569
"atf6 | 24C | 24hpf",10,"cohort_PC2","neuron, olfactory placode",0.193655275853695
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal cell, notochord (11-18 hpf)",2.05359150853615
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal cell, notochord (11-18 hpf)",-0.0725572550336673
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal cell, notochord (11-18 hpf)",0.96024729341566
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal cell, notochord (18 hpf)",2.57720836377064
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal cell, notochord (18 hpf)",0.0761420124448846
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal cell, notochord (18 hpf)",-0.144692773368997
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal cell, notochord (posterior, 11-18 hpf)",1.42209172568635
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal cell, notochord (posterior, 11-18 hpf)",-0.577212221850275
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal cell, notochord (posterior, 11-18 hpf)",-0.78679367286283
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal sheath cell, notochord",-0.80834128657799
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal sheath cell, notochord",1.65536440541248
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal sheath cell, notochord",-0.582253304698841
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal vacuole cell, notochord (18 hpf)",0.559553930117286
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal vacuole cell, notochord (18 hpf)",-0.365683288855373
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal vacuole cell, notochord (18 hpf)",-2.37350612548813
"atf6 | 24C | 24hpf",10,"(Intercept)","notochordal vacuole cell, notochord (24-96 hpf)",-3.08863012726197
"atf6 | 24C | 24hpf",10,"cohort_PC1","notochordal vacuole cell, notochord (24-96 hpf)",2.06893625077859
"atf6 | 24C | 24hpf",10,"cohort_PC2","notochordal vacuole cell, notochord (24-96 hpf)",-3.48688109319628
"atf6 | 24C | 24hpf",10,"(Intercept)","osteoblast, cleithrum",-6.88660204064271
"atf6 | 24C | 24hpf",10,"cohort_PC1","osteoblast, cleithrum",9.49838164743736
"atf6 | 24C | 24hpf",10,"cohort_PC2","osteoblast, cleithrum",15.0405185972933
"atf6 | 24C | 24hpf",10,"(Intercept)","peptidergic neuron, dorsal horn of spinal cord",-4.47183275521725
"atf6 | 24C | 24hpf",10,"cohort_PC1","peptidergic neuron, dorsal horn of spinal cord",-6.32146539364928
"atf6 | 24C | 24hpf",10,"cohort_PC2","peptidergic neuron, dorsal horn of spinal cord",4.07326058560758
"atf6 | 24C | 24hpf",10,"(Intercept)","pericyte, unknown",-2.48918972536991
"atf6 | 24C | 24hpf",10,"cohort_PC1","pericyte, unknown",0.11259117527112
"atf6 | 24C | 24hpf",10,"cohort_PC2","pericyte, unknown",1.67975213256363
"atf6 | 24C | 24hpf",10,"(Intercept)","peridermal cell, periderm (10-18 hpf)",2.49775439531623
"atf6 | 24C | 24hpf",10,"cohort_PC1","peridermal cell, periderm (10-18 hpf)",0.130474364647216
"atf6 | 24C | 24hpf",10,"cohort_PC2","peridermal cell, periderm (10-18 hpf)",-0.590620717154967
"atf6 | 24C | 24hpf",10,"(Intercept)","peridermal cell, periderm (24-72 hpf)",1.27689215048804
"atf6 | 24C | 24hpf",10,"cohort_PC1","peridermal cell, periderm (24-72 hpf)",0.485058567119137
"atf6 | 24C | 24hpf",10,"cohort_PC2","peridermal cell, periderm (24-72 hpf)",-1.42231045390173
"atf6 | 24C | 24hpf",10,"(Intercept)","peridermal cell, periderm (96 hpf)",1.37523915914585
"atf6 | 24C | 24hpf",10,"cohort_PC1","peridermal cell, periderm (96 hpf)",-0.137585382370872
"atf6 | 24C | 24hpf",10,"cohort_PC2","peridermal cell, periderm (96 hpf)",0.830696064543688
"atf6 | 24C | 24hpf",10,"(Intercept)","peridermal cell, periderm (muc13a+)",-1.93658405271579
"atf6 | 24C | 24hpf",10,"cohort_PC1","peridermal cell, periderm (muc13a+)",-1.56162616768505
"atf6 | 24C | 24hpf",10,"cohort_PC2","peridermal cell, periderm (muc13a+)",3.89190878893428
"atf6 | 24C | 24hpf",10,"(Intercept)","photoreceptor cell, epiphysis",1.48356913366554
"atf6 | 24C | 24hpf",10,"cohort_PC1","photoreceptor cell, epiphysis",-0.0435437976320391
"atf6 | 24C | 24hpf",10,"cohort_PC2","photoreceptor cell, epiphysis",-0.132168081291145
"atf6 | 24C | 24hpf",10,"(Intercept)","pigment cell, cranial neural crest (progenitor)",1.028008660789
"atf6 | 24C | 24hpf",10,"cohort_PC1","pigment cell, cranial neural crest (progenitor)",0.0557075334004982
"atf6 | 24C | 24hpf",10,"cohort_PC2","pigment cell, cranial neural crest (progenitor)",0.186761079970764
"atf6 | 24C | 24hpf",10,"(Intercept)","pigment cell, trunk neural crest (progenitor)",1.64228877708261
"atf6 | 24C | 24hpf",10,"cohort_PC1","pigment cell, trunk neural crest (progenitor)",-0.249119482113077
"atf6 | 24C | 24hpf",10,"cohort_PC2","pigment cell, trunk neural crest (progenitor)",-0.0374420536599608
"atf6 | 24C | 24hpf",10,"(Intercept)","podocyte, pronephric glomerulus",-0.758756372389893
"atf6 | 24C | 24hpf",10,"cohort_PC1","podocyte, pronephric glomerulus",0.784695372847843
"atf6 | 24C | 24hpf",10,"cohort_PC2","podocyte, pronephric glomerulus",1.83470798178205
"atf6 | 24C | 24hpf",10,"(Intercept)","premigratory neural crest cell, cranial neural crest",-1.22067443708593
"atf6 | 24C | 24hpf",10,"cohort_PC1","premigratory neural crest cell, cranial neural crest",-0.0105231089274171
"atf6 | 24C | 24hpf",10,"cohort_PC2","premigratory neural crest cell, cranial neural crest",-0.616897209481242
"atf6 | 24C | 24hpf",10,"(Intercept)","premigratory neural crest cell, trunk neural crest",0.369158946652197
"atf6 | 24C | 24hpf",10,"cohort_PC1","premigratory neural crest cell, trunk neural crest",-0.0678947735236742
"atf6 | 24C | 24hpf",10,"cohort_PC2","premigratory neural crest cell, trunk neural crest",1.51246911197002
"atf6 | 24C | 24hpf",10,"(Intercept)","radial glial cell, diencephalon",-0.213176156176692
"atf6 | 24C | 24hpf",10,"cohort_PC1","radial glial cell, diencephalon",-0.940105822933486
"atf6 | 24C | 24hpf",10,"cohort_PC2","radial glial cell, diencephalon",0.513179092388242
"atf6 | 24C | 24hpf",10,"(Intercept)","radial glial cell, hindbrain",-2.24125250056993
"atf6 | 24C | 24hpf",10,"cohort_PC1","radial glial cell, hindbrain",2.02146510087229
"atf6 | 24C | 24hpf",10,"cohort_PC2","radial glial cell, hindbrain",3.15417429937203
"atf6 | 24C | 24hpf",10,"(Intercept)","radial glial cell, midbrain",0.489669190814582
"atf6 | 24C | 24hpf",10,"cohort_PC1","radial glial cell, midbrain",-0.366413813740448
"atf6 | 24C | 24hpf",10,"cohort_PC2","radial glial cell, midbrain",0.909645741540373
"atf6 | 24C | 24hpf",10,"(Intercept)","radial glial cell, spinal cord",1.98142871759409
"atf6 | 24C | 24hpf",10,"cohort_PC1","radial glial cell, spinal cord",0.176315436871279
"atf6 | 24C | 24hpf",10,"cohort_PC2","radial glial cell, spinal cord",-0.0434123230399714
"atf6 | 24C | 24hpf",10,"(Intercept)","radial glial cell, telencephalon",0.150740010768998
"atf6 | 24C | 24hpf",10,"cohort_PC1","radial glial cell, telencephalon",0.181994867751351
"atf6 | 24C | 24hpf",10,"cohort_PC2","radial glial cell, telencephalon",1.04772060946947
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal cell, retina (precursor)",-1.30474990458
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal cell, retina (precursor)",1.69987386759502
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal cell, retina (precursor)",1.67774581098937
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal ganglion cell, ganglionic layer of retina",-4.47183275521725
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal ganglion cell, ganglionic layer of retina",-6.32146539364928
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal ganglion cell, ganglionic layer of retina",4.07326058560758
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal ganglion cell, ganglionic layer of retina (precursor)",-1.72321763501093
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal ganglion cell, ganglionic layer of retina (precursor)",0.88334071517884
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal ganglion cell, ganglionic layer of retina (precursor)",-0.901205560494634
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal pigment epithelial cell, pigmented layer of retina",1.96875204993969
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal pigment epithelial cell, pigmented layer of retina",0.204320549341029
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal pigment epithelial cell, pigmented layer of retina",0.0015894917023258
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal progenitor cell, optic cup",3.46346507521759
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal progenitor cell, optic cup",0.5548654205644
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal progenitor cell, optic cup",0.737642822063931
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal progenitor cell, optic vesicle",1.89127428094447
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal progenitor cell, optic vesicle",-0.761576933913021
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal progenitor cell, optic vesicle",0.953040878814454
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal progenitor cell, retina",3.40572696410611
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal progenitor cell, retina",0.166271387513804
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal progenitor cell, retina",-0.171556541332834
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal progenitor cell, retina (atoh7+)",0.441798640836435
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal progenitor cell, retina (atoh7+)",0.0523942843328566
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal progenitor cell, retina (atoh7+)",2.11077447694285
"atf6 | 24C | 24hpf",10,"(Intercept)","retinal rod cell, outer nuclear layer of retina",-0.822190359672422
"atf6 | 24C | 24hpf",10,"cohort_PC1","retinal rod cell, outer nuclear layer of retina",1.66264998456165
"atf6 | 24C | 24hpf",10,"cohort_PC2","retinal rod cell, outer nuclear layer of retina",-0.913060729504501
"atf6 | 24C | 24hpf",10,"(Intercept)","Rohon-Beard neuron, spinal cord",1.72243872663359
"atf6 | 24C | 24hpf",10,"cohort_PC1","Rohon-Beard neuron, spinal cord",-0.218137192342393
"atf6 | 24C | 24hpf",10,"cohort_PC2","Rohon-Beard neuron, spinal cord",0.640767587245049
"atf6 | 24C | 24hpf",10,"(Intercept)","sensory hair cell, ear (includes lateral line)",-1.74247417724043
"atf6 | 24C | 24hpf",10,"cohort_PC1","sensory hair cell, ear (includes lateral line)",-0.868470896367237
"atf6 | 24C | 24hpf",10,"cohort_PC2","sensory hair cell, ear (includes lateral line)",-1.71180146076067
"atf6 | 24C | 24hpf",10,"(Intercept)","slow muscle cell, slow muscle tissue",1.94280319945753
"atf6 | 24C | 24hpf",10,"cohort_PC1","slow muscle cell, slow muscle tissue",-0.1985802751149
"atf6 | 24C | 24hpf",10,"cohort_PC2","slow muscle cell, slow muscle tissue",-0.336779312483002
"atf6 | 24C | 24hpf",10,"(Intercept)","slow muscle myoblast, slow muscle tissue",3.16058372727044
"atf6 | 24C | 24hpf",10,"cohort_PC1","slow muscle myoblast, slow muscle tissue",-0.033190202295578
"atf6 | 24C | 24hpf",10,"cohort_PC2","slow muscle myoblast, slow muscle tissue",-0.42938006555344
"atf6 | 24C | 24hpf",10,"(Intercept)","smooth muscle cell, arch of aorta",-0.265155849187243
"atf6 | 24C | 24hpf",10,"cohort_PC1","smooth muscle cell, arch of aorta",-0.0556627858865622
"atf6 | 24C | 24hpf",10,"cohort_PC2","smooth muscle cell, arch of aorta",-1.30449418291409
"atf6 | 24C | 24hpf",10,"(Intercept)","smooth muscle cell, epicardium",0.746831439268875
"atf6 | 24C | 24hpf",10,"cohort_PC1","smooth muscle cell, epicardium",0.787988716866898
"atf6 | 24C | 24hpf",10,"cohort_PC2","smooth muscle cell, epicardium",-0.414037223943224
"atf6 | 24C | 24hpf",10,"(Intercept)","smooth muscle cell, myocardium",0.410025299869781
"atf6 | 24C | 24hpf",10,"cohort_PC1","smooth muscle cell, myocardium",0.112266672275274
"atf6 | 24C | 24hpf",10,"cohort_PC2","smooth muscle cell, myocardium",0.507414180403218
"atf6 | 24C | 24hpf",10,"(Intercept)","smooth muscle cell, visceral mesothelium",-6.88660204064271
"atf6 | 24C | 24hpf",10,"cohort_PC1","smooth muscle cell, visceral mesothelium",9.49838164743736
"atf6 | 24C | 24hpf",10,"cohort_PC2","smooth muscle cell, visceral mesothelium",15.0405185972933
"atf6 | 24C | 24hpf",10,"(Intercept)","supporting cell, meninx (lymphatic)",-1.56047050011453
"atf6 | 24C | 24hpf",10,"cohort_PC1","supporting cell, meninx (lymphatic)",-0.385050504295632
"atf6 | 24C | 24hpf",10,"cohort_PC2","supporting cell, meninx (lymphatic)",-3.15982091229034
"atf6 | 24C | 24hpf",10,"(Intercept)","syncytial cell, yolk sac",3.48027470338445
"atf6 | 24C | 24hpf",10,"cohort_PC1","syncytial cell, yolk sac",-0.147858053165524
"atf6 | 24C | 24hpf",10,"cohort_PC2","syncytial cell, yolk sac",-0.308473754314885
"atf6 | 24C | 24hpf",10,"(Intercept)","syncytial cell, yolk sac (10 hpf)",0.771193568146221
"atf6 | 24C | 24hpf",10,"cohort_PC1","syncytial cell, yolk sac (10 hpf)",-0.807050952733234
"atf6 | 24C | 24hpf",10,"cohort_PC2","syncytial cell, yolk sac (10 hpf)",1.09437662436917
"atf6 | 24C | 24hpf",10,"(Intercept)","tendon cell, somite",0.128922476043746
"atf6 | 24C | 24hpf",10,"cohort_PC1","tendon cell, somite",0.282586671101894
"atf6 | 24C | 24hpf",10,"cohort_PC2","tendon cell, somite",1.22928507972256
"atf6 | 24C | 24hpf",10,"(Intercept)","tendon cell, unknown",-2.51794409614736
"atf6 | 24C | 24hpf",10,"cohort_PC1","tendon cell, unknown",-0.696064005760224
"atf6 | 24C | 24hpf",10,"cohort_PC2","tendon cell, unknown",4.98724727882941
"atf6 | 24C | 24hpf",10,"(Intercept)","trigeminal neuron, trigeminal ganglion",0.0529241073289284
"atf6 | 24C | 24hpf",10,"cohort_PC1","trigeminal neuron, trigeminal ganglion",-0.297658740002969
"atf6 | 24C | 24hpf",10,"cohort_PC2","trigeminal neuron, trigeminal ganglion",-1.27462405245013
"atf6 | 24C | 24hpf",10,"(Intercept)","unknown, hypochord",0.856068562558486
"atf6 | 24C | 24hpf",10,"cohort_PC1","unknown, hypochord",-0.517626111073089
"atf6 | 24C | 24hpf",10,"cohort_PC2","unknown, hypochord",0.86784857487071
"atf6 | 24C | 24hpf",10,"(Intercept)","vagal neural crest cell, neural crest",2.16798251419755
"atf6 | 24C | 24hpf",10,"cohort_PC1","vagal neural crest cell, neural crest",-0.142766194151385
"atf6 | 24C | 24hpf",10,"cohort_PC2","vagal neural crest cell, neural crest",0.728813351962281
"atf6 | 24C | 24hpf",10,"(Intercept)","xanthoblast, integument",-0.336793566040409
"atf6 | 24C | 24hpf",10,"cohort_PC1","xanthoblast, integument",-0.484179683781291
"atf6 | 24C | 24hpf",10,"cohort_PC2","xanthoblast, integument",1.88884940876659
"atf6 | 24C | 24hpf",10,"(Intercept)","xanthophore cell, integument",-2.48918972536991
"atf6 | 24C | 24hpf",10,"cohort_PC1","xanthophore cell, integument",0.11259117527112
"atf6 | 24C | 24hpf",10,"cohort_PC2","xanthophore cell, integument",1.67975213256363
