experiment_id,sample_n,mean_p05,mean_median,mean_p95,std_p05,std_median,std_p95,min_p05,min_median,min_p95,max_p05,max_median,max_p95,saturated_255_fraction_p05,saturated_255_fraction_median,saturated_255_fraction_p95,zero_fraction_p05,zero_fraction_median,zero_fraction_p95
20260324_cep290_24hpf_plate01,101,14.666700575086805,22.18386501736111,31.461710611979168,34.72504389402848,38.13453737903453,42.23621256698234,0.0,0.0,2.0,253.0,254.0,255.0,0.0,0.0,4.7471788194444445e-05,0.0,0.002143012152777778,0.04043918185763889
20260324_cep290_24hpf_plate02,101,15.800408257378471,27.129659016927082,138.24443901909723,33.18444293236356,40.31635791389427,68.96537816088666,0.0,0.0,1.0,247.0,255.0,255.0,0.0,6.781684027777777e-06,0.0030314127604166665,0.0,0.0002848307291666667,0.04371473524305555
20260324_cep290_30hpf_plate01,98,20.477858140733506,25.180908203125,29.934220716688365,36.95162523485666,39.78068018182544,42.484643774592236,0.0,0.0,1.0,254.0,255.0,255.0,0.0,6.781684027777777e-06,9.697808159722211e-05,0.0,2.0345052083333332e-05,0.010458374023437479
20260324_cep290_30hpf_plate02,72,19.857926093207467,25.89739312065972,33.75282830132379,28.602730812952434,40.040924563019,43.70448937378524,0.0,0.0,5.450000000000003,249.2,255.0,255.0,0.0,6.781684027777777e-06,5.730523003472224e-05,0.0,1.3563368055555555e-05,0.000677490234375
20260331_b9d2_18hpf_plate02,70,22.600953504774306,26.18834771050347,101.74844597710504,30.686227801559745,34.47318910120718,58.29647092514589,0.0,1.0,11.099999999999994,226.65,254.0,255.0,0.0,0.0,0.0001973470052083333,0.0,0.0,0.0001024034288194444
20260414_b9d2_14hpf_plate01,107,19.753103298611112,24.455796983506943,39.28743082682273,30.88894979193503,33.19587989132344,35.22540404322653,0.0,1.0,7.0,253.0,255.0,255.0,0.0,6.781684027777777e-06,6.578233506944437e-05,0.0,0.0,4.543728298611103e-05
20260414_b9d2_30hpf_plate01,106,18.742321438259548,27.056959364149307,30.33765326605903,12.965363029121658,39.137487426898105,41.45297764231154,0.0,0.5,7.5,218.75,255.0,255.0,0.0,6.781684027777777e-06,4.7471788194444445e-05,0.0,3.3908420138888887e-06,4.7471788194444445e-05
20260414_b9d2_30hpf_plate02,72,15.946934000651042,26.489288330078125,29.836473931206598,7.107913137562421,38.87681542687855,40.48451440270111,0.0,0.0,7.900000000000006,193.1,255.0,255.0,0.0,6.781684027777777e-06,3.017849392361113e-05,0.0,1.3563368055555555e-05,0.0007883707682291672
20260415_b9d2_30to48hpf_plate01_t02,109,17.381920030381945,32.121622721354164,36.029177517361106,22.610321185083336,48.164495408545186,50.12733616702738,0.0,0.0,8.0,231.2,255.0,255.0,0.0,1.3563368055555555e-05,0.00037027994791666644,0.0,6.781684027777777e-06,5.425347222222222e-05
20260415_b9d2_30to48hpf_plate02_t02,58,16.743951076931424,32.06872219509549,37.05796746148003,6.52307387120921,48.19872155658364,50.96231552439002,0.0,0.0,14.0,171.15,255.0,255.0,0.0,1.0172526041666666e-05,0.00046590169270833314,0.0,6.781684027777777e-06,9.494357638888889e-05
20260415_cep290_18hpf_plate03,81,18.95321316189236,25.531392415364582,115.74256727430556,8.37775291274851,33.362516690745444,65.32875091229229,0.0,0.0,8.0,185.0,254.0,255.0,0.0,0.0,0.0005154079861111111,0.0,6.781684027777777e-06,0.00029839409722222225
20260415_cep290_30to48hpf_plate02_t01,93,8.279353841145834,23.954847547743057,93.8677680121526,9.431357980040788,39.19150090846921,88.58598043975869,0.0,0.0,0.0,210.8,255.0,255.0,0.0,6.781684027777777e-06,0.0015652126736111099,6.781684027777777e-06,0.004530164930555556,0.0992485894097222
20260416_cep290_30to48hpf_plate01_t02,109,12.622599283854168,27.124891493055557,38.49095187717013,14.380819218008057,48.18356704082159,51.907519706149415,0.0,0.0,1.5999999999999943,208.0,255.0,255.0,0.0,1.3563368055555555e-05,0.0003038194444444441,0.0,0.0018853081597222222,0.05554199218749997
20260416_cep290_30to48hpf_plate02_t02,70,8.339159817165799,27.37503390842014,39.304766167534716,9.338024696621964,48.43564038505035,62.62572405877731,0.0,0.0,0.0,186.0,255.0,255.0,0.0,6.781684027777777e-06,0.000480482313368055,6.781684027777777e-06,0.003495958116319444,0.11675686306423609
20260417_irx_pilot,200,23.375314670138888,25.92840576171875,29.7036139594184,32.64094078618847,37.12760247708653,45.35995922663479,0.0,1.0,8.0,250.95,254.0,255.0,0.0,0.0,2.0345052083333332e-05,0.0,0.0,0.00015597873263888888
20260418_irx_pilot,200,15.742294650607638,20.79594930013021,29.716725328233505,33.499394361724036,40.21059913121356,52.447794383821766,0.0,0.0,1.049999999999983,252.0,254.0,255.0,0.0,0.0,0.00031229654947916653,0.0,0.013661702473958332,0.021287367078993053
20260702_hotchem_24hpf_plate01,104,14.556775241427951,22.036434597439236,27.709338717990445,18.743789811442316,36.78635191010381,41.54176383725803,0.0,0.0,3.8499999999999943,249.45,255.0,255.0,0.0,6.781684027777777e-06,3.289116753472219e-05,0.0,3.729926215277778e-05,0.033519151475694446
20260702_hotchem_24hpf_plate02,117,19.3552734375,27.82876247829861,49.795937771267305,10.303866968266744,37.56203972951253,47.83774580534235,0.0,0.0,8.0,189.0,254.0,255.0,0.0,0.0,4.204644097222214e-05,0.0,6.781684027777777e-06,0.00014377170138888765
20260702_hotchem_30hpf_plate01,124,20.821543714735245,27.76397026909722,33.81919657389322,13.166595819953818,38.145735086941976,43.97663545023382,0.0,1.0,10.0,186.6,255.0,255.0,0.0,6.781684027777777e-06,8.036295572916663e-05,0.0,0.0,6.679958767361108e-05
20260702_hotchem_30hpf_plate02,107,21.41027357313368,28.14410400390625,33.335643174913194,20.528352545812147,39.29684917313201,45.43810219672877,0.0,0.0,7.699999999999989,218.50000000000003,255.0,255.0,0.0,6.781684027777777e-06,0.00010715060763888858,0.0,6.781684027777777e-06,0.0013231065538194264
20260702_hotchem_36hpf_plate01,101,15.9761962890625,24.29645453559028,33.407741970486114,36.89087968229003,43.33714246143003,47.34859397082454,0.0,0.0,2.0,254.0,255.0,255.0,0.0,6.781684027777777e-06,0.00016276041666666666,0.0,0.002407497829861111,0.04216172960069445
20260702_hotchem_36hpf_plate02,99,16.058761257595485,25.004930284288193,32.74612019856771,36.62277466012404,42.3327582300225,48.61009923083452,0.0,0.0,2.0,254.0,255.0,255.0,0.0,6.781684027777777e-06,0.0001363118489583333,0.0,0.0016411675347222222,0.036276584201388865
20260724_hotfish_24hpf_plate01,102,12.535504150390626,22.325154622395836,30.581680976019964,31.72692203061711,40.77483465913885,43.959168538424954,0.0,0.0,2.0,254.0,255.0,255.0,0.0,6.781684027777777e-06,8.782280815972214e-05,0.0,0.0017225477430555555,0.030552842881944434
20260724_hotfish_24hpf_plate02,56,16.84304979112413,45.25823635525174,125.40080430772569,30.759709110437107,42.42545873327107,67.98197061917547,0.0,0.0,0.5,197.75,254.0,255.0,0.0,0.0,0.005800035264756944,1.0172526041666666e-05,0.0002475314670138889,0.021467420789930552
20260724_hotfish_30hpf_plate01,98,15.808387586805555,23.614034016927086,31.250738864474823,32.684983380671255,42.2220568910902,46.35976975105926,0.0,0.0,1.299999999999983,254.0,255.0,255.0,0.0,6.781684027777777e-06,3.49256727430555e-05,0.0,0.001468234592013889,0.034427218967013784
20260724_hotfish_30hpf_plate02,59,17.266129557291666,59.03325059678819,120.11328464084198,35.953576699024325,44.67071208651118,64.51423221214684,0.0,0.0,0.0,200.5,254.0,255.0,0.0,0.0,0.001393636067708312,1.3563368055555555e-05,0.00019666883680555556,0.024554443359374994
20260724_hotfish_36hpf_plate01,101,16.14584689670139,24.444010416666668,34.244106716579864,34.384312987392015,44.66318013844595,48.45953193135318,0.0,0.0,2.0,254.0,255.0,255.0,0.0,6.781684027777777e-06,0.00011528862847222222,0.0,0.00244140625,0.038384331597222224
20260724_hotfish_36hpf_plate02,61,15.42013888888889,69.24222140842014,131.35186089409723,30.77026466451195,48.79995794084001,66.13749245106484,0.0,0.0,0.0,235.0,255.0,255.0,0.0,2.712673611111111e-05,0.005452473958333333,6.781684027777777e-06,0.00023735894097222222,0.031168619791666668
