experiment_id,source,path,present,readable,row_count,error,schema_id,columns_json,reference_experiment,added_vs_reference,missing_vs_reference
20250721_chem5_28C_T00_1257,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20250721_chem5_28C_T00_1257/ingest_metadata/plate_metadata.csv,True,True,96.0,,P17,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""strain""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20250721_chem5_28C_T01_1401,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20250721_chem5_28C_T01_1401/snips/20250721_chem5_28C_T01_1401_snip_inventory.csv,True,True,107.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20250721_chem5_28C_T01_1401,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20250721_chem5_28C_T01_1401/stage_predictions/20250721_chem5_28C_T01_1401_stage_predictions.csv,True,True,107.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20250721_chem5_28C_T01_1401,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20250721_chem5_28C_T01_1401/snip_qc/20250721_chem5_28C_T01_1401_snip_qc.parquet,True,True,107,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20250721_chem5_28C_T01_1401,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20250721_chem5_28C_T01_1401/ingest_metadata/plate_metadata.csv,True,True,96.0,,P17,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""strain""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20250721_chem5_35C_T00_1023,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20250721_chem5_35C_T00_1023/snips/20250721_chem5_35C_T00_1023_snip_inventory.csv,True,True,108.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20250721_chem5_35C_T00_1023,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20250721_chem5_35C_T00_1023/stage_predictions/20250721_chem5_35C_T00_1023_stage_predictions.csv,True,True,108.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20250721_chem5_35C_T00_1023,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20250721_chem5_35C_T00_1023/snip_qc/20250721_chem5_35C_T00_1023_snip_qc.parquet,True,True,108,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20250721_chem5_35C_T00_1023,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20250721_chem5_35C_T00_1023/ingest_metadata/plate_metadata.csv,True,True,96.0,,P17,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""strain""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20260319_cilia_crispant_18hpf,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260319_cilia_crispant_18hpf/snips/20260319_cilia_crispant_18hpf_snip_inventory.csv,True,True,92.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260319_cilia_crispant_18hpf,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260319_cilia_crispant_18hpf/stage_predictions/20260319_cilia_crispant_18hpf_stage_predictions.csv,True,True,92.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_18hpf,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260319_cilia_crispant_18hpf/snip_qc/20260319_cilia_crispant_18hpf_snip_qc.parquet,True,True,92,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_18hpf,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260319_cilia_crispant_18hpf/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260319_cilia_crispant_24hpf,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260319_cilia_crispant_24hpf/snips/20260319_cilia_crispant_24hpf_snip_inventory.csv,True,True,99.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260319_cilia_crispant_24hpf,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260319_cilia_crispant_24hpf/stage_predictions/20260319_cilia_crispant_24hpf_stage_predictions.csv,True,True,99.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_24hpf,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260319_cilia_crispant_24hpf/snip_qc/20260319_cilia_crispant_24hpf_snip_qc.parquet,True,True,99,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_24hpf,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260319_cilia_crispant_24hpf/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260319_cilia_crispant_30hpf,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260319_cilia_crispant_30hpf/snips/20260319_cilia_crispant_30hpf_snip_inventory.csv,True,True,102.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260319_cilia_crispant_30hpf,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260319_cilia_crispant_30hpf/stage_predictions/20260319_cilia_crispant_30hpf_stage_predictions.csv,True,True,102.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_30hpf,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260319_cilia_crispant_30hpf/snip_qc/20260319_cilia_crispant_30hpf_snip_qc.parquet,True,True,102,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260319_cilia_crispant_30hpf,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260319_cilia_crispant_30hpf/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260416_cep290_30to48hpf_plate01_t02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260416_cep290_30to48hpf_plate01_t02/snips/20260416_cep290_30to48hpf_plate01_t02_snip_inventory.csv,True,True,109.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260416_cep290_30to48hpf_plate01_t02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260416_cep290_30to48hpf_plate01_t02/stage_predictions/20260416_cep290_30to48hpf_plate01_t02_stage_predictions.csv,True,True,109.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260416_cep290_30to48hpf_plate01_t02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260416_cep290_30to48hpf_plate01_t02/snip_qc/20260416_cep290_30to48hpf_plate01_t02_snip_qc.parquet,True,True,109,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260416_cep290_30to48hpf_plate01_t02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260416_cep290_30to48hpf_plate01_t02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260416_cep290_30to48hpf_plate02_t02,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260416_cep290_30to48hpf_plate02_t02/snips/20260416_cep290_30to48hpf_plate02_t02_snip_inventory.csv,True,True,70.0,,I01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20260416_cep290_30to48hpf_plate02_t02,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260416_cep290_30to48hpf_plate02_t02/stage_predictions/20260416_cep290_30to48hpf_plate02_t02_stage_predictions.csv,True,True,70.0,,S01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""image_id"", ""time_index"", ""channel_id"", ""predicted_stage_hpf"", ""model_version"", ""stage_prediction_status""]",20260724_hotfish_36hpf_plate01,[],[]
20260416_cep290_30to48hpf_plate02_t02,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260416_cep290_30to48hpf_plate02_t02/snip_qc/20260416_cep290_30to48hpf_plate02_t02_snip_qc.parquet,True,True,70,,Q01,"[""experiment_id"", ""well_id"", ""physical_embryo_id"", ""embryo_id"", ""snip_id"", ""persistence_dead_flag"", ""viability_dead_flag"", ""focus_flag"", ""focus_qc_applicability"", ""discontinuous_mask_flag"", ""edge_flag"", ""overlapping_mask_flag"", ""motion_blur_flag"", ""motion_blur_qc_applicability"", ""sa_outlier_flag"", ""surface_area_qc_applicability"", ""use_snip"", ""qc_fail_reasons""]",20260724_hotfish_36hpf_plate01,[],[]
20260416_cep290_30to48hpf_plate02_t02,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260416_cep290_30to48hpf_plate02_t02/ingest_metadata/plate_metadata.csv,True,True,96.0,,P06,"[""well_index"", ""pair"", ""genotype"", ""sequenced"", ""strain"", ""chem_perturbation"", ""start_age_hpf"", ""qc"", ""temperature"", ""image_to_hash_map"", ""hash_plate_num"", ""medium"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""pair"", ""strain""]","[""image_notes"", ""start_stage_hpf""]"
20260320,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20260320/snips/20260320_snip_inventory.csv,False,False,,,,[],20260724_hotfish_36hpf_plate02,[],[]
20260320,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20260320/stage_predictions/20260320_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20260320,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20260320/snip_qc/20260320_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20260320,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20260320/ingest_metadata/plate_metadata.csv,True,True,96.0,,P19,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_hpf"", ""series_number_map"", ""start_age_morph"", ""embryos_per_well"", ""temperature"", ""tricane"", ""pair"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""pair"", ""series_number_map"", ""start_age_morph"", ""tricane""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20231110,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20231110/snips/20231110_snip_inventory.csv,True,True,5852.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20231110,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20231110/stage_predictions/20231110_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231110,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20231110/snip_qc/20231110_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231110,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20231110/ingest_metadata/plate_metadata.csv,True,True,96.0,,P20,"[""well_index"", ""genotype"", ""start_age_hpf"", ""medium"", ""chem_perturbation"", ""mold_type"", ""embryos_per_well"", ""series_number_map"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""series_number_map""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20231206,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20231206/snips/20231206_snip_inventory.csv,True,True,7587.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20231206,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20231206/stage_predictions/20231206_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231206,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20231206/snip_qc/20231206_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231206,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20231206/ingest_metadata/plate_metadata.csv,True,True,96.0,,P21,"[""well_index"", ""genotype"", ""start_age_hpf"", ""mold_type"", ""chem_perturbation"", ""embryos_per_well"", ""medium"", ""series_number_map"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""series_number_map""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20231218,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20231218/snips/20231218_snip_inventory.csv,True,True,3536.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20231218,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20231218/stage_predictions/20231218_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231218,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20231218/snip_qc/20231218_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20231218,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20231218/ingest_metadata/plate_metadata.csv,True,True,96.0,,P22,"[""well_index"", ""genotype_map_orig"", ""genotype"", ""start_age_hpf"", ""chem_perturbation"", ""embryos_per_well"", ""mold_type"", ""medium"", ""qc"", ""series_number_map"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""genotype_map_orig"", ""mold_type"", ""series_number_map""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""sequenced"", ""start_stage_hpf""]"
20240306,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20240306/snips/20240306_snip_inventory.csv,True,True,10837.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20240306,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20240306/stage_predictions/20240306_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20240306,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20240306/snip_qc/20240306_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20240306,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20240306/ingest_metadata/plate_metadata.csv,True,True,96.0,,P23,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_hpf"", ""series_number_map"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""series_number_map""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20240307,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20240307/snips/20240307_snip_inventory.csv,True,True,4972.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
20240307,stage,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/feature_extraction/20240307/stage_predictions/20240307_stage_predictions.csv,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20240307,qc,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/quality_control/20240307/snip_qc/20240307_snip_qc.parquet,False,False,,,,[],20260724_hotfish_36hpf_plate01,[],[]
20240307,plate,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/acquisition/20240307/ingest_metadata/plate_metadata.csv,True,True,96.0,,P23,"[""well_index"", ""medium"", ""mold_type"", ""genotype"", ""chem_perturbation"", ""start_age_hpf"", ""series_number_map"", ""embryos_per_well"", ""temperature"", ""experiment_id"", ""well_id""]",20260724_hotfish_36hpf_plate01,"[""embryos_per_well"", ""mold_type"", ""series_number_map""]","[""hash_plate_num"", ""image_notes"", ""image_to_hash_map"", ""qc"", ""sequenced"", ""start_stage_hpf""]"
20240404,inventory,/media/nick/gs_cluster/projects/data/morphseq/pipeline/output/object_extraction/20240404/snips/20240404_snip_inventory.csv,True,True,3222.0,,I02,"[""snip_id"", ""embryo_id"", ""physical_embryo_id"", ""experiment_id"", ""well_id"", ""image_id"", ""time_index"", ""channel_id"", ""mask_id"", ""track_id"", ""image_path"", ""processed_snip_path"", ""embryo_mask"", ""embryo_mask_snip_path"", ""crop_x_min_px"", ""crop_y_min_px"", ""crop_x_max_px"", ""crop_y_max_px"", ""crop_width_px"", ""crop_height_px"", ""is_valid_snip"", ""error_message""]",20260724_hotfish_36hpf_plate02,[],[]
