k_lower,dimension,stratum,rows,too_small_rows,eligible_rows,row_recovery_vs_k0.90
0.85,genotype_raw,irx3a_irx5a_crispant,3313,1876,1074,176
0.85,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,2054,845,110
0.85,genotype_raw,irx3a_irx6a_crispant,3472,2206,904,142
0.85,genotype_raw,irx5a_crispant,1836,435,1117,125
0.85,genotype_raw,irx5a_irx6a_crispant,3384,1920,1075,226
0.85,genotype_raw,irx6a_crispant,1758,181,1416,131
0.85,genotype_raw,meox1,25,1,24,0
0.85,genotype_raw,meox1:sox1,26,4,22,0
0.85,genotype_raw,meox1:tbx5a,26,2,21,0
0.85,genotype_raw,nfatc1,8,0,6,0
0.85,genotype_raw,nfatc:gata2a,8,0,8,0
0.85,genotype_raw,pbx1b_crispant,13796,6655,2022,69
0.85,genotype_raw,pbx1b_pbx4_crispant,20347,9222,5660,78
0.85,genotype_raw,pbx4_crispant,13974,6018,3055,59
0.85,genotype_raw,scospondin_crispant,6136,2164,2554,20
0.85,genotype_raw,smad5,24,0,24,0
0.85,genotype_raw,smyda:smydb,25,2,23,0
0.85,genotype_raw,sox10,27,2,22,0
0.85,genotype_raw,sox10:tbx5a,26,2,23,0
0.85,genotype_raw,sspo_crispant,36,1,34,0
0.85,genotype_raw,tbx2b,18,3,13,0
0.85,genotype_raw,tbx2b:tbx2a,16,0,15,0
0.85,genotype_raw,tbx5a,25,1,23,0
0.85,genotype_raw,tbx6,25,1,21,0
0.85,genotype_raw,tbxta,8,0,8,0
0.85,genotype_raw,tfap2a_cispant,2205,490,660,16
0.85,genotype_raw,tfap2a_crispant,1390,900,156,4
0.85,genotype_raw,tfap2a_tfap2b_cispant,1260,239,335,6
0.85,genotype_raw,tfap2a_tfap2b_crispant,1598,1198,145,0
0.85,genotype_raw,tfap2a_tfap2c_crispant,5765,3930,404,18
0.85,genotype_raw,tfap2a_tfap2d_crispant,3215,2356,252,0
0.85,genotype_raw,tfap2a_tfap2e_crispant,4937,2784,417,1
0.85,genotype_raw,tfap2b_crispant,1365,247,383,1
0.85,genotype_raw,tfap2b_tfap2c_crispant,3496,2112,291,8
0.85,genotype_raw,tfap2b_tfap2d_crispant,5418,3407,598,11
0.85,genotype_raw,tfap2c_crispant,1365,189,285,1
0.85,genotype_raw,tfap2d_crispant,840,171,211,0
0.85,genotype_raw,tfap2e_crispant,1239,346,329,0
0.85,genotype_raw,tmem67_heterozygote,6802,968,3997,12
0.85,genotype_raw,tmem67_heterozygous,9466,2767,4251,178
0.85,genotype_raw,tmem67_homozygous,13286,2746,8126,99
0.85,genotype_raw,tmem67_unknown,228,142,32,1
0.85,genotype_raw,tmem67_wildtype,13651,5598,5012,140
0.85,genotype_raw,unavailable,327,0,178,0
0.85,genotype_raw,uncertain,31,8,17,1
0.85,genotype_raw,wfs1a-wfs1b,144,15,125,9
0.85,genotype_raw,wik,31861,10713,15643,177
0.85,genotype_raw,wik-ab,24223,14390,3812,82
0.85,genotype_raw,wik-ab_inj_ctrl,7620,3126,1080,58
0.85,chem_perturbation_raw,DMSO_6,279,24,223,0
0.85,chem_perturbation_raw,Fgf_025,1032,188,628,0
0.85,chem_perturbation_raw,Fgf_050,905,396,264,1
0.85,chem_perturbation_raw,Fgf_075,1376,372,669,5
0.85,chem_perturbation_raw,Fgf_100,2153,635,909,20
0.85,chem_perturbation_raw,Fgf_150,1214,501,272,1
0.85,chem_perturbation_raw,Shh_025,442,57,186,0
0.85,chem_perturbation_raw,Shh_050,1035,273,485,0
0.85,chem_perturbation_raw,Shh_075,974,167,522,1
0.85,chem_perturbation_raw,Shh_100,797,49,567,7
0.85,chem_perturbation_raw,bmp_i_11,26,2,23,0
0.85,chem_perturbation_raw,bmp_i_12,25,2,23,0
0.85,chem_perturbation_raw,bmp_i_13,225,52,158,8
0.85,chem_perturbation_raw,bmp_i_13_13,9,1,8,0
0.85,chem_perturbation_raw,bmp_i_14,31,9,21,0
0.85,chem_perturbation_raw,dmso,211,14,183,1
0.85,chem_perturbation_raw,ethanol_ctrl,1061,158,501,15
0.85,chem_perturbation_raw,fgf_i_13,113,73,35,6
0.85,chem_perturbation_raw,hsp90,216,23,181,3
0.85,chem_perturbation_raw,hsp90_i_6,188,33,127,0
0.85,chem_perturbation_raw,mTOR_i_6,183,47,119,13
0.85,chem_perturbation_raw,mTor,225,35,169,18
0.85,chem_perturbation_raw,nfkb_i_6,86,18,45,2
0.85,chem_perturbation_raw,notch_i_6,72,15,49,0
0.85,chem_perturbation_raw,pi3k_hi_i_6,43,0,36,0
0.85,chem_perturbation_raw,pi3k_i_6,8,4,0,0
0.85,chem_perturbation_raw,pi3k_lo_i_6,44,0,32,0
0.85,chem_perturbation_raw,ra_hi_i_6,44,0,40,0
0.85,chem_perturbation_raw,ra_i_6,70,20,46,4
0.85,chem_perturbation_raw,ra_lo_i_6,43,0,41,0
0.85,chem_perturbation_raw,shh_i_6,113,7,93,1
0.85,chem_perturbation_raw,sphase_i_13,37,4,26,1
0.85,chem_perturbation_raw,tgfb_hi_i_6,43,0,39,0
0.85,chem_perturbation_raw,tgfb_i_13,70,19,39,3
0.85,chem_perturbation_raw,tgfb_lo_i_6,40,0,38,0
0.85,chem_perturbation_raw,tri_0,1582,967,128,2
0.85,chem_perturbation_raw,tri_1-15,1469,1124,248,2
0.85,chem_perturbation_raw,tri_1-20,2486,1920,333,0
0.85,chem_perturbation_raw,tri_1-25,2471,1477,482,4
0.85,chem_perturbation_raw,tri_1-30,2481,1559,510,10
0.85,chem_perturbation_raw,tri_1-35,2711,1918,557,5
0.85,chem_perturbation_raw,tri_1-40,2372,1454,552,9
0.85,chem_perturbation_raw,unavailable,502588,184890,179493,4067
0.85,chem_perturbation_raw,wnt_i_11,26,2,24,0
0.85,chem_perturbation_raw,wnt_i_12,25,1,24,0
0.85,chem_perturbation_raw,wnt_i_13,225,52,160,10
0.85,chem_perturbation_raw,wnt_i_13_13,9,2,6,0
0.85,chem_perturbation_raw,wnt_i_14,24,0,24,0
0.85,temperature_raw,19.0,50,16,25,0
0.85,temperature_raw,22.0,44097,12870,23404,255
0.85,temperature_raw,24.0,264,63,180,30
0.85,temperature_raw,25.0,25,1,8,1
0.85,temperature_raw,28.0,569,58,482,7
0.85,temperature_raw,28.5,21966,9254,10334,1050
0.85,temperature_raw,30.0,462687,176021,153189,2838
0.85,temperature_raw,32.0,190,4,159,2
0.85,temperature_raw,33.5,27,3,7,0
0.85,temperature_raw,34.0,794,107,605,24
0.85,temperature_raw,34.2,89,0,87,0
0.85,temperature_raw,34.4,9,0,7,0
0.85,temperature_raw,35.0,777,167,537,12
0.85,temperature_raw,35.1,50,0,48,0
0.85,temperature_raw,unavailable,308,0,266,0
0.85,source_scope,unavailable,531902,198564,189338,4219
0.85,calibration_status,unavailable,531902,198564,189338,4219
0.85,segmentation_backend,sam2_video,20316,9070,9118,1024
0.85,segmentation_backend,unavailable,511586,189494,180220,3195
0.85,snapshot_time_series_declared,unavailable,531902,198564,189338,4219
0.85,applicability,exclusion,531004,198564,188601,4219
0.85,applicability,not_applicable,898,0,737,0
0.9,experiment,20230531,7846,2712,4044,0
0.9,experiment,20230602,8998,4169,3447,0
0.9,experiment,20230613,5421,1390,3611,0
0.9,experiment,20230615,4216,999,2767,0
0.9,experiment,20230620,5460,864,3001,0
0.9,experiment,20230622,3582,856,1906,0
0.9,experiment,20230627,4193,915,2831,0
0.9,experiment,20230629,3918,1652,1125,0
0.9,experiment,20240509_18ss,25,1,24,0
0.9,experiment,20240509_24hpf,32,0,29,0
0.9,experiment,20240510,59,0,57,0
0.9,experiment,20240717,68,6,56,0
0.9,experiment,20240718,99,1,93,0
0.9,experiment,20240724,56,0,56,0
0.9,experiment,20240725,64,7,53,0
0.9,experiment,20240726,60,6,49,0
0.9,experiment,20240813_24hpf,48,0,0,0
0.9,experiment,20240813_30hpf,50,10,0,0
0.9,experiment,20240813_36hpf,50,11,38,0
0.9,experiment,20250501,24718,3077,2319,0
0.9,experiment,20250512,24569,11807,7108,0
0.9,experiment,20250515_part2,3510,1025,1351,0
0.9,experiment,20250519,4179,1396,2549,0
0.9,experiment,20250612_24hpf_ctrl_atf6,97,1,93,0
0.9,experiment,20250612_24hpf_wfs1_ctcf,96,5,88,0
0.9,experiment,20250612_30hpf_ctrl_atf6,97,21,72,0
0.9,experiment,20250612_30hpf_wfs1_ctcf,97,20,74,0
0.9,experiment,20250612_36hpf_ctrl_atf6,102,16,81,0
0.9,experiment,20250612_36hpf_wfs1_ctcf,97,24,72,0
0.9,experiment,20250622_chem_28C_T00_1425,91,12,76,0
0.9,experiment,20250622_chem_28C_T01_1658,86,12,72,0
0.9,experiment,20250622_chem_34C_T00_1256,78,3,73,0
0.9,experiment,20250622_chem_34C_T01_1632,79,7,69,0
0.9,experiment,20250624_chem02_28C_T00_1356,104,39,57,0
0.9,experiment,20250624_chem02_28C_T01_1808,97,45,45,0
0.9,experiment,20250624_chem02_34C_T00_1243,78,20,38,0
0.9,experiment,20250624_chem02_34C_T01_1739,75,30,22,0
0.9,experiment,20250624_chem02_35C_T00_1216,81,25,49,0
0.9,experiment,20250624_chem02_35C_T01_1711,84,45,29,0
0.9,experiment,20250625_chem02_28C_T02_1332,96,23,46,0
0.9,experiment,20250625_chem02_34C_T02_1301,82,45,23,0
0.9,experiment,20250625_chem02_35C_T02_1228,84,63,14,0
0.9,experiment,20250703_chem3_28C_T00_1325,61,0,53,0
0.9,experiment,20250703_chem3_34C_T00_1131,58,0,54,0
0.9,experiment,20250703_chem3_34C_T01_1457,59,0,50,0
0.9,experiment,20250703_chem3_35C_T00_1101,65,0,54,0
0.9,experiment,20250703_chem3_35C_T01_1437,58,0,50,0
0.9,experiment,20250711,19723,4860,10419,0
0.9,experiment,20250716_chem4_28C_T00_1158,87,6,75,0
0.9,experiment,20250716_chem4_28C_T01_1400,94,18,67,0
0.9,experiment,20250716_chem4_34C_T00_1014,94,8,85,0
0.9,experiment,20250716_chem4_35C_T00_1045,91,12,76,0
0.9,experiment,20250721_chem5_28C_T00_1257,107,12,92,0
0.9,experiment,20250721_chem5_28C_T01_1401,107,12,93,0
0.9,experiment,20250721_chem5_35C_T00_1023,108,14,89,0
0.9,experiment,20250912,15572,10752,2778,0
0.9,experiment,20251017_part1,6794,1027,3903,0
0.9,experiment,20251017_part2,7559,2379,2298,0
0.9,experiment,20251020,5216,2853,1124,0
0.9,experiment,20251112,6991,2002,3418,0
0.9,experiment,20251119,10440,6448,3477,0
0.9,experiment,20251121,20857,5185,7022,0
0.9,experiment,20251125,21934,8719,8231,0
0.9,experiment,20251205,12291,2679,6035,0
0.9,experiment,20251207_pbx,14760,3730,7240,0
0.9,experiment,20251212,11437,3110,4644,0
0.9,experiment,20260122,20098,4624,9257,0
0.9,experiment,20260202,16943,6586,6148,0
0.9,experiment,20260206,14700,1582,11721,0
0.9,experiment,20260208,31680,23854,6374,0
0.9,experiment,20260210,15892,3562,9000,0
0.9,experiment,20260213,29010,18616,2820,0
0.9,experiment,20260219,31713,18784,7023,0
0.9,experiment,20260228,17012,5426,8683,0
0.9,experiment,20260304,37409,18143,6128,0
0.9,experiment,20260306,26979,13630,6377,0
0.9,experiment,20260319,10269,2192,2587,0
0.9,experiment,20260319_cilia_crispant_18hpf,92,1,55,0
0.9,experiment,20260319_cilia_crispant_24hpf,99,4,69,0
0.9,experiment,20260319_cilia_crispant_30hpf,102,3,80,0
0.9,experiment,20260324_cep290_24hpf_plate01,101,4,91,0
0.9,experiment,20260324_cep290_24hpf_plate02,101,5,74,0
0.9,experiment,20260324_cep290_30hpf_plate01,98,3,91,0
0.9,experiment,20260324_cep290_30hpf_plate02,72,9,55,0
0.9,experiment,20260331_b9d2_18hpf_plate02,70,2,45,0
0.9,experiment,20260414_b9d2_14hpf_plate01,107,4,97,0
0.9,experiment,20260414_b9d2_30hpf_plate01,106,11,93,0
0.9,experiment,20260414_b9d2_30hpf_plate02,72,8,59,0
0.9,experiment,20260415_b9d2_30to48hpf_plate01_t02,109,13,91,0
0.9,experiment,20260415_b9d2_30to48hpf_plate02_t02,58,10,42,0
0.9,experiment,20260415_cep290_18hpf_plate03,81,15,42,0
0.9,experiment,20260415_cep290_30to48hpf_plate02_t01,93,10,51,0
0.9,experiment,20260416_cep290_30to48hpf_plate01_t02,109,18,89,0
0.9,experiment,20260416_cep290_30to48hpf_plate02_t02,70,13,49,0
0.9,experiment,20260417_irx_pilot,4968,414,3611,0
0.9,experiment,20260418_irx_pilot,15251,9952,4390,0
0.9,experiment,20260702_hotchem_24hpf_plate01,104,11,89,0
0.9,experiment,20260702_hotchem_24hpf_plate02,117,12,94,0
0.9,experiment,20260702_hotchem_30hpf_plate01,124,30,79,0
0.9,experiment,20260702_hotchem_30hpf_plate02,107,19,78,0
0.9,experiment,20260702_hotchem_36hpf_plate01,101,12,84,0
0.9,experiment,20260702_hotchem_36hpf_plate02,99,10,87,0
0.9,experiment,20260724_hotfish_24hpf_plate01,102,0,98,0
0.9,experiment,20260724_hotfish_30hpf_plate01,98,0,92,0
0.9,experiment,20260724_hotfish_36hpf_plate01,101,0,92,0
0.9,nominal_stage_bin,18-<24,46905,13203,16623,0
0.9,nominal_stage_bin,24-<36,107676,43494,35509,0
0.9,nominal_stage_bin,36-<48,91759,46429,29019,0
0.9,nominal_stage_bin,48-<72,123516,61735,39680,0
0.9,nominal_stage_bin,<18,45665,3579,35306,0
0.9,nominal_stage_bin,>=72,115483,44338,28245,0
0.9,nominal_stage_bin,unavailable,898,0,737,0
0.9,genotype_raw,H2B-mScarlet,5460,864,3001,0
0.9,genotype_raw,ab,13478,3180,6416,0
0.9,genotype_raw,ab-ctrl-inj,17,1,16,0
0.9,genotype_raw,ab-lmx1b,32,0,29,0
0.9,genotype_raw,ab_inj_ctrl,4137,1549,781,0
0.9,genotype_raw,atf6,151,26,116,0
0.9,genotype_raw,b9d2_het,203,20,175,0
0.9,genotype_raw,b9d2_heterozygous,37280,9547,15276,0
0.9,genotype_raw,b9d2_homo,94,6,81,0
0.9,genotype_raw,b9d2_homozygous,19055,3155,8429,0
0.9,genotype_raw,b9d2_unknown,18501,8085,3667,0
0.9,genotype_raw,b9d2_wildtype,22078,5628,8019,0
0.9,genotype_raw,b9d2_wt,72,8,62,0
0.9,genotype_raw,cep290_crispant,13589,3177,6286,0
0.9,genotype_raw,cep290_het,301,34,245,0
0.9,genotype_raw,cep290_heterozygous,44838,20526,14963,0
0.9,genotype_raw,cep290_homo,119,15,94,0
0.9,genotype_raw,cep290_homozygous,20832,5175,10621,0
0.9,genotype_raw,cep290_homozyous,6601,610,4894,0
0.9,genotype_raw,cep290_unknown,35836,20942,7765,0
0.9,genotype_raw,cep290_unkown,16825,11909,2644,0
0.9,genotype_raw,cep290_wildtype,26022,10714,9505,0
0.9,genotype_raw,cep290_wt,147,17,113,0
0.9,genotype_raw,crispr-inj-ctrl,1060,444,320,0
0.9,genotype_raw,crispr-pbx1,3979,1622,1380,0
0.9,genotype_raw,crispr-pbx1+4,4880,677,2843,0
0.9,genotype_raw,crispr-pbx4,4841,987,2697,0
0.9,genotype_raw,ctcf,146,24,118,0
0.9,genotype_raw,ctrl-inj,52,1,46,0
0.9,genotype_raw,foxj1a_crispant,2945,1293,896,0
0.9,genotype_raw,gdf3,6313,1450,4265,0
0.9,genotype_raw,if88_ift74_crispant,2698,1254,838,0
0.9,genotype_raw,ift88_crispant,2612,994,1083,0
0.9,genotype_raw,inj-ctrl,1756,125,1416,0
0.9,genotype_raw,irx3a_crispant,1785,423,1230,0
0.9,genotype_raw,irx3a_irx5a_crispant,3313,2112,898,0
0.9,genotype_raw,irx3a_irx5a_irx6a_crispant,3096,2196,735,0
0.9,genotype_raw,irx3a_irx6a_crispant,3472,2403,762,0
0.9,genotype_raw,irx5a_crispant,1836,579,992,0
0.9,genotype_raw,irx5a_irx6a_crispant,3384,2218,849,0
0.9,genotype_raw,irx6a_crispant,1758,322,1285,0
0.9,genotype_raw,meox1,25,1,24,0
0.9,genotype_raw,meox1:sox1,26,4,22,0
0.9,genotype_raw,meox1:tbx5a,26,2,21,0
0.9,genotype_raw,nfatc1,8,0,6,0
0.9,genotype_raw,nfatc:gata2a,8,0,8,0
0.9,genotype_raw,pbx1b_crispant,13796,7419,1953,0
0.9,genotype_raw,pbx1b_pbx4_crispant,20347,9721,5582,0
0.9,genotype_raw,pbx4_crispant,13974,6524,2996,0
0.9,genotype_raw,scospondin_crispant,6136,2237,2534,0
0.9,genotype_raw,smad5,24,0,24,0
0.9,genotype_raw,smyda:smydb,25,2,23,0
0.9,genotype_raw,sox10,27,2,22,0
0.9,genotype_raw,sox10:tbx5a,26,2,23,0
0.9,genotype_raw,sspo_crispant,36,1,34,0
0.9,genotype_raw,tbx2b,18,3,13,0
0.9,genotype_raw,tbx2b:tbx2a,16,0,15,0
0.9,genotype_raw,tbx5a,25,1,23,0
0.9,genotype_raw,tbx6,25,2,21,0
0.9,genotype_raw,tbxta,8,0,8,0
0.9,genotype_raw,tfap2a_cispant,2205,562,644,0
0.9,genotype_raw,tfap2a_crispant,1390,922,152,0
0.9,genotype_raw,tfap2a_tfap2b_cispant,1260,269,329,0
0.9,genotype_raw,tfap2a_tfap2b_crispant,1598,1211,145,0
0.9,genotype_raw,tfap2a_tfap2c_crispant,5765,4016,386,0
0.9,genotype_raw,tfap2a_tfap2d_crispant,3215,2384,252,0
0.9,genotype_raw,tfap2a_tfap2e_crispant,4937,2823,416,0
0.9,genotype_raw,tfap2b_crispant,1365,264,382,0
0.9,genotype_raw,tfap2b_tfap2c_crispant,3496,2152,283,0
0.9,genotype_raw,tfap2b_tfap2d_crispant,5418,3524,587,0
0.9,genotype_raw,tfap2c_crispant,1365,221,284,0
0.9,genotype_raw,tfap2d_crispant,840,208,211,0
0.9,genotype_raw,tfap2e_crispant,1239,359,329,0
0.9,genotype_raw,tmem67_heterozygote,6802,1061,3985,0
0.9,genotype_raw,tmem67_heterozygous,9466,3326,4073,0
0.9,genotype_raw,tmem67_homozygous,13286,2929,8027,0
0.9,genotype_raw,tmem67_unknown,228,146,31,0
0.9,genotype_raw,tmem67_wildtype,13651,6030,4872,0
0.9,genotype_raw,unavailable,327,0,178,0
0.9,genotype_raw,uncertain,31,9,16,0
0.9,genotype_raw,wfs1a-wfs1b,144,25,116,0
0.9,genotype_raw,wik,31861,11243,15466,0
0.9,genotype_raw,wik-ab,24223,15228,3730,0
0.9,genotype_raw,wik-ab_inj_ctrl,7620,3633,1022,0
0.9,chem_perturbation_raw,DMSO_6,279,26,223,0
0.9,chem_perturbation_raw,Fgf_025,1032,201,628,0
0.9,chem_perturbation_raw,Fgf_050,905,418,263,0
0.9,chem_perturbation_raw,Fgf_075,1376,393,664,0
0.9,chem_perturbation_raw,Fgf_100,2153,683,889,0
0.9,chem_perturbation_raw,Fgf_150,1214,529,271,0
0.9,chem_perturbation_raw,Shh_025,442,61,186,0
0.9,chem_perturbation_raw,Shh_050,1035,287,485,0
0.9,chem_perturbation_raw,Shh_075,974,177,521,0
0.9,chem_perturbation_raw,Shh_100,797,62,560,0
0.9,chem_perturbation_raw,bmp_i_11,26,2,23,0
0.9,chem_perturbation_raw,bmp_i_12,25,2,23,0
0.9,chem_perturbation_raw,bmp_i_13,225,60,150,0
0.9,chem_perturbation_raw,bmp_i_13_13,9,1,8,0
0.9,chem_perturbation_raw,bmp_i_14,31,9,21,0
0.9,chem_perturbation_raw,dmso,211,15,182,0
0.9,chem_perturbation_raw,ethanol_ctrl,1061,176,486,0
0.9,chem_perturbation_raw,fgf_i_13,113,81,29,0
0.9,chem_perturbation_raw,hsp90,216,26,178,0
0.9,chem_perturbation_raw,hsp90_i_6,188,36,127,0
0.9,chem_perturbation_raw,mTOR_i_6,183,61,106,0
0.9,chem_perturbation_raw,mTor,225,53,151,0
0.9,chem_perturbation_raw,nfkb_i_6,86,22,43,0
0.9,chem_perturbation_raw,notch_i_6,72,17,49,0
0.9,chem_perturbation_raw,pi3k_hi_i_6,43,0,36,0
0.9,chem_perturbation_raw,pi3k_i_6,8,4,0,0
0.9,chem_perturbation_raw,pi3k_lo_i_6,44,0,32,0
0.9,chem_perturbation_raw,ra_hi_i_6,44,0,40,0
0.9,chem_perturbation_raw,ra_i_6,70,24,42,0
0.9,chem_perturbation_raw,ra_lo_i_6,43,0,41,0
0.9,chem_perturbation_raw,shh_i_6,113,8,92,0
0.9,chem_perturbation_raw,sphase_i_13,37,5,25,0
0.9,chem_perturbation_raw,tgfb_hi_i_6,43,0,39,0
0.9,chem_perturbation_raw,tgfb_i_13,70,22,36,0
0.9,chem_perturbation_raw,tgfb_lo_i_6,40,0,38,0
0.9,chem_perturbation_raw,tri_0,1582,1009,126,0
0.9,chem_perturbation_raw,tri_1-15,1469,1134,246,0
0.9,chem_perturbation_raw,tri_1-20,2486,1944,333,0
0.9,chem_perturbation_raw,tri_1-25,2471,1543,478,0
0.9,chem_perturbation_raw,tri_1-30,2481,1631,500,0
0.9,chem_perturbation_raw,tri_1-35,2711,1960,552,0
0.9,chem_perturbation_raw,tri_1-40,2372,1531,543,0
0.9,chem_perturbation_raw,unavailable,502588,198497,175426,0
0.9,chem_perturbation_raw,wnt_i_11,26,2,24,0
0.9,chem_perturbation_raw,wnt_i_12,25,1,24,0
0.9,chem_perturbation_raw,wnt_i_13,225,63,150,0
0.9,chem_perturbation_raw,wnt_i_13_13,9,2,6,0
0.9,chem_perturbation_raw,wnt_i_14,24,0,24,0
0.9,temperature_raw,19.0,50,16,25,0
0.9,temperature_raw,22.0,44097,13578,23149,0
0.9,temperature_raw,24.0,264,95,150,0
0.9,temperature_raw,25.0,25,2,7,0
0.9,temperature_raw,28.0,569,65,475,0
0.9,temperature_raw,28.5,21966,10580,9284,0
0.9,temperature_raw,30.0,462687,188112,150351,0
0.9,temperature_raw,32.0,190,6,157,0
0.9,temperature_raw,33.5,27,3,7,0
0.9,temperature_raw,34.0,794,135,581,0
0.9,temperature_raw,34.2,89,0,87,0
0.9,temperature_raw,34.4,9,0,7,0
0.9,temperature_raw,35.0,777,186,525,0
0.9,temperature_raw,35.1,50,0,48,0
0.9,temperature_raw,unavailable,308,0,266,0
0.9,source_scope,unavailable,531902,212778,185119,0
0.9,calibration_status,unavailable,531902,212778,185119,0
0.9,segmentation_backend,sam2_video,20316,10367,8094,0
0.9,segmentation_backend,unavailable,511586,202411,177025,0
0.9,snapshot_time_series_declared,unavailable,531902,212778,185119,0
0.9,applicability,exclusion,531004,212778,184382,0
0.9,applicability,not_applicable,898,0,737,0
