stage_hpf,p5,p50,p95,n
99.25,2816.4093114235566,2869.91792570877,2959.471533222529,1
99.75,2816.4526559901765,2870.0674265087982,2959.4645782805715,1
100.25,2816.48928556,2870.190963166545,2959.458668193753,0
100.75,2816.5194802253636,2870.289646379844,2959.4537597015124,1
101.25,2816.543520078594,2870.364586846527,2959.449809543286,1
101.75,2816.5616852120233,2870.4168952644245,2959.4467744585095,0
102.25,2816.5742557179833,2870.447682331373,2959.4446111866228,1
102.75,2816.5815116888048,2870.4580587452037,2959.4432764670596,2
103.25,2816.5837332168185,2870.4491352037476,2959.442727039259,2
103.75,2816.5812003943543,2870.4220224048395,2959.4429196426563,1
104.25,2816.5741933137456,2870.377831046311,2959.44381101669,1
104.75,2816.5629920673214,2870.317671825994,2959.445357900796,2
105.25,2816.5478767474137,2870.242655441722,2959.4475170344112,0
105.75,2816.529127446353,2870.153892591328,2959.450245156972,2
106.25,2816.507024256471,2870.052493972644,2959.4534990079183,2
106.75,2816.4818472700977,2869.9395702835022,2959.457235326682,2
107.25,2816.4538765795646,2869.816232221735,2959.4614108527044,2
107.75,2816.4233922772028,2869.6835904851773,2959.465982325421,1
108.25,2816.3906744553433,2869.5427557716594,2959.470906484268,0
108.75,2816.356003206316,2869.394838779014,2959.476140068683,0
109.25,2816.319658622454,2869.240950205076,2959.481639818103,0
109.75,2816.2819207960865,2869.0822007476754,2959.487362471964,0
110.25,2816.243069819545,2868.919701104645,2959.4932647697033,0
110.75,2816.203385785161,2868.7545619738194,2959.4993034507597,0
111.25,2816.163148785264,2868.5878940530292,2959.505435254567,0
111.75,2816.1226389121875,2868.420808040107,2959.5116169205635,0
112.25,2816.0821362582606,2868.2544146328883,2959.5178051881867,0
112.75,2816.041920915815,2868.089824529202,2959.523956796874,0
113.25,2816.0022729771804,2867.928148426882,2959.5300284860596,0
113.75,2815.9634725346896,2867.7704970237633,2959.535976995183,0
114.25,2815.9257996806728,2867.6179810176745,2959.54175906368,0
114.75,2815.88953450746,2867.471711106451,2959.5473314309875,0
115.25,2815.8549571073845,2867.3327979879246,2959.552650836543,0
115.75,2815.8223475727755,2867.2023523599273,2959.557674019783,0
116.25,2815.7919859959643,2867.081484920292,2959.562357720144,0
116.75,2815.7641524692826,2866.971306366853,2959.5666586770644,0
117.25,2815.7391270850608,2866.8729273974404,2959.5705336299798,0
117.75,2815.71718993563,2866.7874587098877,2959.573939318327,0
118.25,2815.6986211133203,2866.7160110020277,2959.5768324815435,0
118.75,2815.683700710464,2866.659694971694,2959.5791698590656,0
119.25,2815.672708819392,2866.6196213167177,2959.5809081903317,0
119.75,2815.665925532435,2866.596900734932,2959.582004214777,0
120.25,2815.6636309419227,2866.5926439241694,2959.582414671839,0
120.75,2815.6661051401884,2866.6079615822623,2959.582096300955,0
121.25,2815.6736282195616,2866.6439644070438,2959.5810058415614,0
121.75,2815.686480272374,2866.7017630963464,2959.5791000330955,0
122.25,2815.7049413909563,2866.782468348003,2959.5763356149937,0
122.75,2815.729291667639,2866.887190859845,2959.5726693266934,0
123.25,2815.759811194753,2867.0170413297055,2959.5680579076316,0
123.75,2815.796780064631,2867.173130455418,2959.5624580972444,0
124.25,2815.8404783696024,2867.3565689348147,2959.5558266349694,0
124.75,2815.891186201998,2867.5684674657277,2959.548120260243,0
125.25,2815.9491836541506,2867.8099367459904,2959.539295712503,0
125.75,2816.014750818389,2868.082087473435,2959.529309731186,0
126.25,2816.0881677870457,2868.3860303458932,2959.5181190557287,0
126.75,2816.169714652451,2868.722876061199,2959.5056804255673,0
127.25,2816.2596715069362,2869.0937353171844,2959.4919505801404,0
127.75,2816.358318442832,2869.4997188116827,2959.4768862588835,0
128.25,2816.4659355524695,2869.9419372425255,2959.4604442012337,0
128.75,2816.5828029281797,2870.4215013075454,2959.442581146628,0
129.25,2816.709200662294,2870.939521704576,2959.423253834504,0
